  0.515438   0.918974  0.0725245   0.796391    1.09754   0.827308   0.051671    0.70341    1.70383    0.73159  0.0427772   0.649504        0
  0.195169   0.904924   0.333419    0.90936   0.370908   0.818295   0.297855   0.859207   0.544986   0.731963   0.275274   0.825909        0
  0.701306   0.867388  0.0744827    0.75988    1.50426    0.71538  0.0532519   0.661718    2.25784   0.572591  0.0450306   0.608593        0
  0.380665   0.937852  0.0952275   0.836522   0.799078   0.869183  0.0714238   0.751145    1.25338   0.794252  0.0600445   0.697327        0
  0.545013   0.912471  0.0658738   0.787389    1.16726   0.812439  0.0459177   0.689689    1.80075   0.710647  0.0378957   0.634005        0
  0.207111   0.908063   0.294212    0.90427   0.401183   0.822107   0.257766   0.849316   0.600183   0.734169   0.234145   0.812276        0
  0.632349   0.895228  0.0653652   0.770854     1.3271   0.780028  0.0461896   0.675528    1.96452   0.674244  0.0386381   0.624433        0
  0.292253   0.945918    0.13501   0.866852   0.576859   0.892817   0.106677   0.792896   0.881033   0.835724  0.0918264   0.744973        0
   2.25902   0.670188  0.0344762   0.609805    3.58682   0.475253  0.0281861   0.548369    4.00975   0.412369  0.0267185   0.530284        1
   2.88546   0.641847  0.0321694   0.591206    4.54939   0.435519  0.0260122   0.528792    5.14208   0.362125   0.024316   0.507107        1
   2.81269   0.659893    0.02965    0.58998    4.53511   0.451985  0.0237265   0.523602    5.16166   0.376668  0.0224123   0.504177        1
   2.45927   0.617051  0.0319337   0.592507    3.82707   0.403046  0.0266325   0.532333    4.24876   0.335658  0.0253968    0.51378        1
   2.08217   0.652403  0.0399738    0.62056    3.29843   0.449764  0.0331228   0.559742    3.63242   0.394384  0.0315687   0.543284        1
   2.18965    0.68069  0.0352328   0.617065    3.55926   0.480669  0.0280092   0.548071    3.97783   0.419561  0.0266327   0.530201        1
    1.8464   0.656094  0.0396359   0.626866    3.16764   0.409867  0.0320848   0.554969    3.65315   0.319444  0.0303383   0.532287        1
   1.15439   0.700953  0.0618103   0.688929    1.89898   0.507205  0.0499485   0.620513    2.18326   0.432181  0.0471937   0.599856        1
   2.34303   0.485074  0.0570565   0.621081    3.42846   0.245754  0.0471166   0.558326    3.50197   0.228624  0.0451224   0.547137        2
   4.64162   0.455226  0.0323507   0.539392    6.58459   0.227213  0.0260452    0.47636    6.84657   0.196485   0.024686   0.465462        2
   1.32445   0.510119   0.108047   0.697662    2.07435   0.231274  0.0895838   0.632079    2.20636   0.181262   0.085688   0.615058        2
   3.20917   0.439841  0.0424257   0.572039    4.66316   0.186208  0.0365268   0.518668     4.9171   0.141682  0.0340811   0.500418        2
   2.24009   0.476844  0.0598779    0.61838    3.29811   0.229762  0.0514789   0.562515    3.43666   0.196032  0.0492055   0.548009        2
   5.07634   0.400795   0.030157   0.525509    7.08412   0.163457  0.0241595   0.461654    7.17378   0.152879  0.0226293   0.452638        2
   2.15512   0.469709  0.0655303   0.627153    3.13715   0.226471  0.0559573   0.570374    3.28641   0.188298  0.0532969   0.555222        2
     3.788   0.368648  0.0406112   0.561477    5.16158    0.13797  0.0332505   0.501448    5.19118   0.133072  0.0314636   0.491896        2
   3.03716   0.304057  0.0365828   0.534774    4.32263 0.00926951  0.0346458   0.489685    4.38082 -0.00371642  0.0346446   0.487711        3
   2.12697    0.30503  0.0555836   0.584846    3.00976  0.0166291  0.0523499     0.5389    3.06843 -0.00214294  0.0523254    0.53553        3
   2.32797   0.312525  0.0501342   0.572702    3.31652  0.0203123  0.0471656   0.525951    3.33158  0.0149552   0.047127   0.524315        3
   2.46947   0.320042  0.0452619   0.561166    3.58143  0.0138545  0.0425842   0.513564    3.64778 -0.00401987  0.0425372    0.51066        3
    2.5617   0.324546  0.0439277   0.560207      3.671  0.0308797  0.0410241   0.511269    3.69401   0.024391  0.0410567   0.510355        3
   2.43677   0.337227  0.0450638   0.564595     3.6036  0.0195458  0.0420003   0.513202    3.68546 -0.00237551   0.041865   0.510434        3
    2.4541   0.314898  0.0458331   0.563157    3.46678  0.0316202  0.0432716     0.5178    3.48923  0.0253507  0.0431468   0.516076        3
   2.72346   0.312629  0.0413366   0.550679    3.84117  0.0295929  0.0389656   0.505621    3.84291  0.0285221  0.0389423     0.5052        3
  0.618661   0.878728  0.0821727   0.811298    1.20286   0.764505  0.0609795   0.732452    1.70454   0.666581  0.0512608   0.682099        4
  0.663408   0.897422  0.0794839   0.822722    1.28195   0.801581  0.0607603   0.750144      1.793   0.722226  0.0517257   0.704792        4
  0.529084   0.889604    0.10096   0.831632    1.01469   0.788332  0.0780033    0.76057    1.42658    0.70251  0.0664552   0.713693        4
  0.766855   0.895583  0.0684736   0.812295    1.53632   0.791131  0.0515563   0.738015    2.20195   0.701139  0.0431347   0.689069        4
  0.779771   0.888407  0.0718011   0.808587    1.54236   0.779179  0.0533787   0.730066    2.17624   0.688416  0.0443659   0.678663        4
  0.698481   0.879574  0.0755733   0.811135     1.3628   0.765227  0.0561384   0.733001    1.90925   0.671282  0.0467756   0.681854        4
  0.573296   0.891524  0.0916484   0.828273    1.11144   0.790131  0.0695072   0.754221    1.56001   0.705888  0.0585413    0.70533        4
   0.75575   0.886418    0.07136   0.808177    1.47331   0.778154  0.0538327   0.732803    2.06741   0.688114  0.0450662   0.683369        4
   1.37141   0.815446  0.0861209    0.73738    2.53357   0.658793  0.0681553   0.664071    3.18968   0.569912  0.0598083   0.628168        5
   1.60903   0.795373  0.0763429   0.728292    3.03993   0.613979  0.0591071   0.650039    3.89777   0.505893  0.0511191   0.607984        5
  0.978684   0.794321   0.232552   0.800664    1.79658   0.622857   0.206491   0.745323    2.25875   0.526475   0.189272   0.714373        5
     1.409   0.823091  0.0894292   0.749103    2.67485   0.664474  0.0714661   0.677193    3.44113   0.568665  0.0619928   0.638355        5
