  0.674684   0.902208  0.0588034   0.764234    1.44798   0.790312  0.0410768   0.667164    2.19379   0.682733  0.0340845   0.613005        0
  0.408943   0.942801   0.084609   0.829688   0.855499   0.880555  0.0636312   0.747413    1.33053   0.814527  0.0536966   0.697462        0
  0.567502   0.915771  0.0689632   0.786019    1.22775    0.81824  0.0488607   0.689663    1.89855   0.719453  0.0402921   0.634769        0
  0.272349   0.922399   0.158961   0.873113   0.526324     0.8503   0.127399   0.802342    0.78797   0.776085   0.110516   0.755386        0
  0.657384    0.87835  0.0731951   0.765331    1.36908   0.747261  0.0524307   0.670027    1.99134    0.63332  0.0443265   0.618742        0
  0.364322   0.934992   0.106543   0.841265   0.744923   0.866437  0.0811102   0.759811    1.14986   0.792758  0.0686663   0.709077        0
  0.482707    0.93998   0.066153   0.809673    1.02219   0.872685  0.0476337   0.720818    1.57685   0.803171  0.0393739   0.666778        0
  0.164398   0.910429    0.39402    0.92319   0.314315   0.829519   0.355612    0.87775   0.469651   0.746323   0.329727   0.847182        0
    3.4059   0.599776  0.0258656   0.559088    5.38601    0.36705  0.0211265   0.495602    5.98202   0.297007  0.0201326   0.477467        1
   2.81204   0.655782  0.0268215   0.579027    4.47612   0.452342  0.0218733   0.516376    5.06712   0.380455  0.0206742   0.496526        1
   2.34076   0.714297  0.0320419   0.612362    3.75745   0.541259  0.0258421   0.550371     4.2487   0.480958  0.0241568   0.531695        1
   2.86473   0.606628  0.0303135   0.577332    4.49034   0.383623   0.025132   0.518001    5.02811    0.30985  0.0241332   0.501208        1
   2.13946   0.671646  0.0338346   0.614289    3.54768   0.456022  0.0272374   0.543855    4.00323   0.386893  0.0258194   0.523507        1
   2.03494   0.644497  0.0379035   0.620464    3.26861   0.429259  0.0311116   0.557325    3.65855   0.361174  0.0295447   0.538094        1
   1.87016   0.670859  0.0387323   0.627608    3.06017   0.462127  0.0316412   0.561371    3.47639   0.389812  0.0300238   0.543029        1
    1.2337   0.790729  0.0453757   0.683654    2.16778   0.632361  0.0351301   0.607645     2.5318   0.570409  0.0328108   0.585108        1
  0.927565   0.561234   0.196397   0.764214    1.42964     0.3193   0.169028   0.708696    1.50472   0.279005   0.166039   0.700637        2
   4.15506   0.401984  0.0290641   0.531565    5.76093   0.171033   0.025369   0.477102    5.84346   0.158927  0.0242006   0.467193        2
   2.74575   0.417263  0.0469886   0.588247    4.02733   0.145424   0.041502   0.532021    4.17911   0.113748  0.0387688   0.514194        2
   4.40956   0.424818  0.0300439    0.54049    6.27575   0.181333  0.0246192   0.476869    6.50054   0.152033  0.0232877   0.463129        2
   1.56227   0.496545  0.0864927   0.670383    2.39336   0.228044  0.0755014    0.61162    2.55593   0.174008  0.0700863   0.589278        2
   3.82603   0.441175  0.0401421   0.563701    5.51922   0.193774  0.0327629   0.502635    5.80904   0.151606  0.0307896   0.486121        2
     2.815   0.485575  0.0566574   0.605815    4.09423    0.25145    0.04659     0.5479    4.25377   0.221568  0.0440919   0.535075        2
   4.64491   0.523136  0.0352152   0.561379    6.40523   0.341671  0.0270254   0.497402    6.39809   0.342526  0.0250664   0.489414        2
   2.60127   0.303172  0.0448213   0.555639    3.65597  0.0203688  0.0424351    0.51413    3.66955  0.0168153  0.0423747   0.512053        3
   2.95477   0.303542   0.038368   0.540772    4.22933 0.00255126    0.03624   0.494363    4.27888 -0.00848026  0.0361294   0.491368        3
   2.63817   0.320303   0.042428   0.554212    3.81458  0.0174484  0.0396994   0.505704    3.90153 -0.00498689  0.0396484   0.503138        3
   2.28251   0.326163  0.0497268   0.574136    3.30178  0.0252849  0.0465459   0.526135    3.33206  0.0169181  0.0464582   0.524311        3
   2.24998   0.344092  0.0492382    0.57537    3.26637  0.0477755  0.0458111    0.52583    3.34627  0.0243529  0.0456981   0.523085        3
   2.52151    0.32824  0.0442202   0.559703    3.70272  0.0135925  0.0413063   0.510279    3.78045 -0.00690184  0.0412996   0.507111        3
    2.6655   0.305426  0.0418081   0.552582    3.76354  0.0182005   0.039553   0.506253    3.77945  0.0136689  0.0394807   0.505722        3
   2.41016   0.336091  0.0470907   0.568323    3.40691  0.0615105  0.0439321    0.52189    3.43867  0.0519931  0.0439297   0.520269        3
  0.566747   0.894054  0.0903721   0.826092    1.11144   0.792515  0.0682356   0.749863    1.57305   0.706691  0.0573155   0.700936        4
  0.738022   0.883574  0.0786177   0.814387    1.46281   0.769133  0.0597002   0.739596     2.0552   0.675562  0.0498251   0.690133        4
  0.577211   0.894381  0.0853483    0.82383    1.10892   0.797237   0.065238   0.751299    1.56459   0.714029  0.0549324   0.702649        4
